citycode:0512|poiid:B020019KNF|name:好食膳(狮山路店)|address:狮山路58号|location:120.566988,31.294296|tel:0512-68078107|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020017FH4|name:天地一家大酒店|address:流虹路18|location:120.650564,31.157784|tel:0512-65059777;0512-65059988|type:餐饮服务;中餐厅;综合酒楼
citycode:0512|poiid:B02001H6RK|name:春夏秋冬活鱼馆|address:花园路2468|location:120.649883,31.15638|tel:0512-63014933|type:餐饮服务;中餐厅;海鲜酒楼
citycode:0512|poiid:B0FFF0DPN3|name:巴豆妖|address:工农路216号(6 1宾馆附近)|location:120.648429,31.166083|tel:13584411956|type:餐饮服务;中餐厅;火锅店
citycode:0512|poiid:B02001GZT1|name:甲米·府泰国餐厅|address:花园路2470-2480号(近流虹路)|location:120.649972,31.156501|tel:0512-63332363|type:餐饮服务;外国餐厅;泰国/越南菜品餐厅
citycode:0512|poiid:B02001GQLG|name:阿婆煲|address:花园路2466号|location:120.649885,31.156308|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001GZSD|name:亲亲嘴·天目湖有机深水鱼头(吴江店)|address:松陵镇花园路2518号鼎盛银座商务楼59-65幢|location:120.650428,31.157201|tel:0512-63000677;0512-60889999|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02000JLSO|name:余记港式煲仔|address:市大润发美食街中段|location:120.646708,31.167354|tel:0512-63038481|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02001DA83|name:正宗重庆酸辣粉|address:小油车桥4弄1号(近沃尔玛)|location:120.64121,31.16861|tel:13584401086|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02000ISXC|name:东吴面馆(吴江店)|address:油车路与石里南弄交叉口|location:120.634381,31.165849|tel:13739170338|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020017CKZ|name:大师砂锅粥|address:工农路228-238|location:120.648366,31.166304|tel:0512-63133858|type:餐饮服务;中餐厅;综合酒楼
citycode:0512|poiid:B02001IO5S|name:贵族|address:江苏省苏州市中山北路338|location:120.647361,31.167049|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02000J1WR|name:111餐厅|address:永康西路鲈乡苑1号|location:120.633103,31.164353|tel:0512-63463385|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02000K5QJ|name:东北饺子馆(花园路)|address:花园路2426-222号2层|location:120.649929,31.156182|tel:0512-63028717|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0512|poiid:B02001H29X|name:江南鱼馆|address:中山北路401|location:120.646938,31.167347|tel:0512-63318036|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0512|poiid:B02000K2KB|name:《0068》香辣虾(吴江店)|address:花园路2450-2452|location:120.649884,31.156015|tel:0512-63002827|type:餐饮服务;中餐厅;海鲜酒楼
citycode:0512|poiid:B02001EVF2|name:吴越大酒店|address:花园路计成纪念馆附近|location:120.649796,31.155886|tel:0512-63027777|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B0FFF3AS9F|name:阿里郎韩式自助烤吧|address:花园路通鼎大厦2516号|location:120.650475,31.15695|tel:0512-63985267|type:餐饮服务;外国餐厅;韩国料理
citycode:0512|poiid:B02001HD77|name:韩一大长今韩国料理|address:花园路2512-2516|location:120.650491,31.156979|tel:0512-63985267|type:餐饮服务;外国餐厅;韩国料理
citycode:0512|poiid:B020019MKN|name:马浦家(吴江分店)|address:流虹路55|location:120.650589,31.157143|tel:0512-63339658|type:餐饮服务;外国餐厅;韩国料理
citycode:0512|poiid:B02001F4AS|name:粤兴潮汕美食|address:花园路2426号2楼(中博烟草店旁)|location:120.64994,31.156053|tel:0512-63988399|type:餐饮服务;中餐厅;潮州菜
citycode:0512|poiid:B02001B07V|name:野生大鱼坊|address:交通南路与流虹路交叉口|location:120.65053,31.157005|tel:0512-63009877|type:餐饮服务;中餐厅;东北菜
citycode:0512|poiid:B02000JFVQ|name:虞山罗氏面馆(嘉鸿店)|address:松陵镇中山北路嘉鸿花园|location:120.64754,31.167081|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001GZSB|name:胖子肉蟹煲(吴江店)|address:花园路2450附近|location:120.649941,31.155981|tel:0512-63004336|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02000K381|name:聚缘阁酒家|address:红光路58|location:120.650996,31.162891|tel:0512-63022256|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020017FC1|name:重庆鸡公煲(花园路店)|address:市花园路2442号(蛙蛙叫-乡亲鹅肉城-吴越大酒店旁)|location:120.649868,31.155843|tel:15051489080|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0512|poiid:B02001FTTB|name:程记粥堂饭庄(花园路店)|address:花园路2426号2楼|location:120.649941,31.155918|tel:0512-63187577|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001IB9D|name:舞饺宴|address:中山北路496号(近嘉虹花园西门)|location:120.6473,31.16729|tel:0512-63406378|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02001GZSZ|name:一鼎餐饮|address:花园路2438号-2440号|location:120.649883,31.155791|tel:0512-63336013|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0512|poiid:B02001IO0I|name:香江之星|address:交通北路与油车路交叉口|location:120.65059,31.163924|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B0200167HJ|name:朝园韩国料理|address:花园路2434|location:120.649856,31.15569|tel:0512-88815577;0512-63028640|type:餐饮服务;外国餐厅;韩国料理
citycode:0512|poiid:B02000ISXB|name:回味乌镇面馆|address:油车西路782号|location:120.634239,31.166157|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001GZSS|name:沙县小吃|address:垂虹路297附近|location:120.649264,31.154944|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001IG5Z|name:青青蒙原炭烤羊腿|address:松陵镇花园路2508号(海德皇宫正对面有个岗亭进来)|location:120.65063,31.156778|tel:13584264440;13814567421|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0512|poiid:B02001F4T1|name:苏州老实人鱼头|address:花园路2432号|location:120.649867,31.155614|tel:0512-63986681|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001GZSA|name:福鑫记面馆|address:花园路2428|location:120.649859,31.155561|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001GQJ1|name:哈尔滨烧烤|address:苏州市吴江市|location:120.649309,31.154924|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0512|poiid:B020008FG6|name:乡亲鹅肉城(吴江店)|address:花园路2426号|location:120.649927,31.155616|tel:0512-63027099;0512-63027039|type:餐饮服务;中餐厅;台湾菜
citycode:0512|poiid:B02000IT5I|name:红光饭店|address:红光路37|location:120.651381,31.162579|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001D89Q|name:阳光家常菜|address:木浪路205号|location:120.644936,31.168573|tel:0512-60551780|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02001H2D4|name:韩乐园|address:工农路206|location:120.648779,31.166504|tel:0512-63092802|type:餐饮服务;外国餐厅;韩国料理
citycode:0512|poiid:B02000ISR8|name:蛙蛙叫干锅年代(吴江店)|address:花园路2412号|location:120.649858,31.155379|tel:0512-63417177|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001K3CX|name:三千粉牛肉米粉(吴江店)|address:吴江江兴西路469号正翔商业广场1楼|location:120.64009,31.169025|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001K399|name:达古纳|address:吴江花园路2518路通鼎大厦|location:120.65123,31.157522|tel:0512-63378864;15162374146|type:餐饮服务;外国餐厅;韩国料理
citycode:0512|poiid:B02001FSGA|name:多味香自助烧烤店|address:工农路200-204|location:120.64886,31.166565|tel:0512-63052340|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0512|poiid:B020005NRT|name:新富佳酒楼|address:松陵镇油车路|location:120.633887,31.166174|tel:0512-63466779;0512-60656767|type:餐饮服务;中餐厅;综合酒楼
citycode:0512|poiid:B020019ZMA|name:贵族海鲜面馆|address:苏州近郊中山北路338号嘉鸿花园旁边|location:120.647964,31.16731|tel:0512-63988530|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0512|poiid:B02001H29O|name:喜悦饭店|address:木浪路226|location:120.645379,31.168595|tel:0512-63014286|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001H2CM|name:老四饭店|address:交通路3387|location:120.650739,31.164473|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001FSVC|name:食客韩国料理|address:工农路196|location:120.64894,31.16663|tel:15906252731|type:餐饮服务;外国餐厅;韩国料理
citycode:0512|poiid:B020019N11|name:阿山冠军鸡肉饭|address:中山北路362|location:120.647721,31.167549|tel:0512-63189373|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001E2SH|name:永丰鲜汤面馆|address:木浪路242附近|location:120.64543,31.16867|tel:13812722643|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02001HOHB|name:鲈乡山庄-太湖精品菜馆|address:笠泽路607号鲈乡山庄|location:120.635807,31.153011|tel:0512-63470188;0512-63470181|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001FTIP|name:炭生源炭火烤肉餐厅|address:工农路188-190|location:120.649039,31.166684|tel:0512-63191887|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0512|poiid:B02001D9MS|name:云岩亭|address:中山北路368号|location:120.64759,31.167768|tel:15895499960|type:餐饮服务;外国餐厅;韩国料理
citycode:0512|poiid:B02001K3DL|name:吃得饱台式涮涮锅|address:松陵中山北路384号(嘉鸿花园公交车站)|location:120.647736,31.167683|tel:18136132892;18936138273|type:餐饮服务;中餐厅;火锅店
citycode:0512|poiid:B02000K3RE|name:味千拉面(正翔商业广场店)|address:江兴西路469号正翔商业广场|location:120.640703,31.169419|tel:0512-63002291|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02000K3RG|name:肯德基(正翔商业广场店)|address:江兴西路469号正翔商业广场|location:120.640041,31.169379|tel:0512-63922025|type:餐饮服务;快餐厅;肯德基
citycode:0512|poiid:B02001HAUI|name:五将洞韩国碳烤|address:江兴西路469号正翔商业广场|location:120.640147,31.169393|tel:|type:餐饮服务;外国餐厅;韩国料理
citycode:0512|poiid:B02000ITJD|name:香江酒楼|address:交通北路3415附近|location:120.65084,31.164932|tel:13771695227|type:餐饮服务;中餐厅;综合酒楼
citycode:0512|poiid:B02001H2BS|name:麻吉盛石头火锅|address:江兴西路469号正翔商业广场2层2013号(沃尔玛旁)|location:120.640364,31.169456|tel:0512-63339589|type:餐饮服务;中餐厅;火锅店
citycode:0512|poiid:B02000ITJ6|name:池上便当|address:中山北路382-384|location:120.647817,31.16784|tel:0512-63060752;0512-63060753|type:餐饮服务;中餐厅;台湾菜
citycode:0512|poiid:B020019LX0|name:刘锡安奥灶面(笠泽路店)|address:松陵镇笠泽路607号|location:120.63569,31.15278|tel:0512-63482518|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020001EHE|name:太湖大酒店|address:油车路818|location:120.633387,31.166278|tel:0512-63469666;0512-63461718;0512-63466677|type:餐饮服务;中餐厅;综合酒楼
citycode:0512|poiid:B02001A18B|name:丽清大别山鹅火锅(香江花园店)|address:松陵镇交通路3326号香江花园东大门4幢01-02号(近东方魅力KTV)|location:120.65139,31.16419|tel:0512-63106909|type:餐饮服务;中餐厅;火锅店
citycode:0512|poiid:B0200088LK|name:江南水乡|address:花园路2398号|location:120.649856,31.154482|tel:0512-63022779;0512-63420777|type:餐饮服务;中餐厅;综合酒楼
citycode:0512|poiid:B0FFF0EVYY|name:府城海之鲜|address:工农路180号嘉鸿花园南门出口|location:120.64954,31.16666|tel:15162387022|type:餐饮服务;中餐厅;台湾菜
citycode:0512|poiid:B02001D6LH|name:星期天涮涮锅|address:江兴西路469号正翔广场1楼|location:120.64068,31.169617|tel:0512-86872306|type:餐饮服务;中餐厅;火锅店
citycode:0512|poiid:B020019O4E|name:一捞一烫(江兴西路店)|address:江兴西路469号正翔商业广场1016号沃尔玛|location:120.64068,31.169617|tel:13013862777|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02000K3TP|name:快快乐永和豆浆(中山路店)|address:中山北路392-394|location:120.647894,31.168015|tel:0512-63061297|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B0FFF3HXGB|name:来伊份(花园路店)|address:松陵镇花园路垂虹家园店铺7#,近垂虹路|location:120.64926,31.15377|tel:4008819777|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0512|poiid:B02001IEMG|name:庆园丰收(吴江店)|address:松陵镇江兴西路469号正翔商业广场(沃尔玛超市)1楼|location:120.64049,31.169706|tel:0512-86876177|type:餐饮服务;中餐厅;火锅店
citycode:0512|poiid:B020017DDM|name:银莲味食尚老汤砂锅店no.25|address:江兴西路469号正翔商业广场|location:120.64081,31.169737|tel:0512-63988817|type:餐饮服务;中餐厅;江苏菜
citycode:0512|poiid:B02000JJDR|name:盛记一品锅贴(松陵店)|address:市松陵路888号|location:120.647939,31.168151|tel:0512-63061790|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0512|poiid:B020017A2H|name:吉记味庄(吴江松陵店)|address:松陵镇花园路2368号|location:120.649738,31.153958|tel:0512-63066778|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020019NL2|name:五将洞(正翔广场店)|address:鲈乡北路正翔商业广场(龙庭花园对面)|location:120.640465,31.169872|tel:|type:餐饮服务;外国餐厅;韩国料理
citycode:0512|poiid:B02001H2C1|name:君悦饭店|address:江兴西路299附近|location:120.643991,31.16972|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001H0Q8|name:六安菜馆|address:双板桥路附近|location:120.630531,31.158756|tel:0512-86857820|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001EFEZ|name:城市厨房|address:木浪路267|location:120.64535,31.16948|tel:13862506009|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001HO42|name:奥灶面吴江店|address:松陵镇江兴西路与西塘河路交叉口|location:120.644158,31.169835|tel:0512-60298761|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02001F08G|name:好得来老鸭粉丝馆|address:花园路2355附近|location:120.64939,31.153326|tel:15062544786|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02001D84D|name:一心一客专业简餐连锁|address:中山北路正大家园附近|location:120.64787,31.168587|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02001CIN3|name:乌镇王牌面|address:垂虹路205号|location:120.650478,31.154189|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B0200082YY|name:澳门豆捞(吴江店)|address:花园路2342|location:120.649724,31.153472|tel:0512-88812777;0591-88812777|type:餐饮服务;中餐厅;火锅店
citycode:0512|poiid:B02001BVR5|name:百碗香排骨米饭|address:垂虹路203号|location:120.65053,31.154163|tel:13013753129|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02001DA8A|name:嘉兴粽子|address:松陵镇江兴西路219号(江兴大桥向西300米)|location:120.64171,31.17028|tel:0512-65028487;13812729432;0512-65133282|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0512|poiid:B02001A1BO|name:老山界(吴江店)|address:吴江市松陵镇花园路2328号|location:120.649713,31.15334|tel:0512-63028664;0512-63028669|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:0512|poiid:B02001EMFK|name:陕西面馆|address:中山同仁嘉园53|location:120.6486,31.168329|tel:0512-63008673|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02001H2DF|name:得一鲜面馆|address:中山北路480附近|location:120.648114,31.16865|tel:15190596188|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001H2C4|name:胖大妈水饺|address:松陵镇江兴西路420号(正翔广场对面)|location:120.640612,31.17037|tel:0512-63013629|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0512|poiid:B020008863|name:回道巴蜀川菜馆(吴江店)|address:花园路2328号|location:120.649712,31.153187|tel:0512-63021777;0512-63024588|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0512|poiid:B02001AZH5|name:食弘轩酒楼|address:木浪路(江兴路口)|location:120.645805,31.169751|tel:|type:餐饮服务;中餐厅;江苏菜
citycode:0512|poiid:B02001IBG8|name:台湾苏氏牛排|address:中山北路490号|location:120.647896,31.168867|tel:0512-63113177;13913091474|type:餐饮服务;外国餐厅;牛扒店(扒房)
citycode:0512|poiid:B02001FSYL|name:三毛煲(松陵镇店)|address:松陵镇花园路|location:120.650101,31.153415|tel:0512-63018777|type:餐饮服务;中餐厅;浙江菜
citycode:0512|poiid:B02001D0OC|name:八大碗饭庄|address:中山北路486号|location:120.64798,31.1689|tel:0512-63021877|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020017FF7|name:台湾宝岛鸡肉饭|address:中山北路480|location:120.648175,31.168788|tel:0512-63067996|type:餐饮服务;中餐厅;台湾菜
citycode:0512|poiid:B02000ITOV|name:城北饭店|address:木浪路302|location:120.6458,31.169874|tel:13812719683|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001H28W|name:乌镇回锅面馆|address:江兴路|location:120.644231,31.170284|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001EYFD|name:我爱厨房|address:江苏省苏州市中山北路492|location:120.648056,31.168958|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001HOVV|name:乌镇五福楼面馆|address:江兴西路290附近|location:120.64438,31.17037|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B020017COH|name:我家厨房(中山北路)|address:中山北路492-498|location:120.648253,31.169035|tel:0512-63031717|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02000ITJ2|name:四海游龙(吴江店)|address:中山北路324-326|location:120.64814,31.16911|tel:0512-63062257|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020016IQY|name:美佳乐薇庭大酒店|address:笠泽路671|location:120.633672,31.152538|tel:0512-63175777;0512-63179777|type:餐饮服务;中餐厅;综合酒楼
citycode:0512|poiid:B02001IO05|name:江新餐厅|address:云梨路2021|location:120.653125,31.156979|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02000HVTI|name:福建沙县小吃(苏州市住房公积金管理中心吴江分中心北)|address:中山北路517|location:120.647718,31.169443|tel:18118499501|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001H30S|name:彭城食府|address:笠泽路199附近|location:120.645161,31.150396|tel:0512-63499985|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02000IT62|name:江新饭店|address:云梨路2021|location:120.653191,31.157029|tel:0512-63029132|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02000K76F|name:稻香园便当|address:近郊 吴江市松陵鎮中山北路515号|location:120.647804,31.16944|tel:0512-63026755;0512-60888456|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02000JJCA|name:一鼎美食广场|address:松陵镇江兴西路420号|location:120.64121,31.170925|tel:0512-63467777|type:餐饮服务;中餐厅;江苏菜
citycode:0512|poiid:B02000ITEB|name:苗家山寨民族风情餐厅(吴江分店)|address:笠泽路199号之108-109|location:120.645409,31.150341|tel:0512-63483067|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001H2DH|name:活鲜煮|address:中山北路510-512|location:120.648351,31.169311|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B0200167HR|name:川嫂菜馆|address:双板桥路|location:120.629299,31.15901|tel:0512-63023435;0512-63028697|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0512|poiid:B02000ITPA|name:浓浓茶坊|address:中山北路527号|location:120.647803,31.169621|tel:0512-63027822|type:餐饮服务;休闲餐饮场所;休闲餐饮场所
citycode:0512|poiid:B02000JJVU|name:九子跳跳蛙(吴江店)|address:笠泽路199号-106|location:120.645603,31.15033|tel:0512-63118383|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0512|poiid:B020008AQE|name:玲玲快餐|address:笠泽路178|location:120.646392,31.150585|tel:0512-63000000|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02000JHZA|name:知音大酒店(吴江店)|address:松陵双板桥路888号|location:120.629315,31.158655|tel:0512-63263777|type:餐饮服务;中餐厅;综合酒楼
citycode:0512|poiid:B02001H2DI|name:多普乐欢乐匹萨屋|address:中山北路嘉鸿花园正门北侧150米(嘉鸿花园正门北侧)|location:120.648385,31.169399|tel:0512-63031117|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B020019YQ5|name:九子香辣蟹|address:笠泽路199号(近花园路)|location:120.64569,31.150263|tel:0512-63118383|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001A1EW|name:府城牛排(吴江店)|address:中山北路522(近江兴西路)|location:120.648417,31.169413|tel:0512-63919306|type:餐饮服务;外国餐厅;牛扒店(扒房)
citycode:0512|poiid:B020008AIY|name:李园饮食城|address:笠泽路739号|location:120.632428,31.153005|tel:0512-63486099|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02000K4IX|name:七欣天迷宗蟹(吴江笠泽路店)|address:松陵笠泽路左岸广场101号(大润发旁边)|location:120.645783,31.150229|tel:0512-63855777|type:餐饮服务;中餐厅;火锅店
citycode:0512|poiid:B02001JWFR|name:海纳百川休闲会馆|address:松陵镇江厍路438号(近振泰小区南门)|location:120.63703,31.15034|tel:0512-63121111|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0512|poiid:B02000K3M8|name:金暾饭店|address:流虹西路1100号|location:120.629045,31.161692|tel:0512-63479177|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02000K69E|name:新时代酒家|address:笠泽路739|location:120.632363,31.153006|tel:0512-60580497|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B0200070C0|name:江海酒楼|address:江兴西路183|location:120.647247,31.170123|tel:0512-63319357;0512-63415131|type:餐饮服务;中餐厅;综合酒楼
citycode:0512|poiid:B02001DNXX|name:地锅居|address:中山北路536|location:120.6483,31.169623|tel:0512-88981618|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001F465|name:绿滋味土菜馆|address:松陵松陵镇笠泽路199号(大润发西侧100米)|location:120.646,31.1502|tel:0512-63119577|type:餐饮服务;中餐厅;浙江菜
citycode:0512|poiid:B02001HP0T|name:鸡煲餐饮(江苏吴江店)|address:江苏省苏州市中山北路512|location:120.64842,31.16959|tel:13616255506|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02000K3LZ|name:沙县特色小吃(双板桥路)|address:松陵镇流虹西路757号|location:120.628986,31.158994|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001H292|name:海峰酒楼|address:西塘河路附近|location:120.64332,31.171199|tel:18913727758|type:餐饮服务;中餐厅;综合酒楼
citycode:0512|poiid:B02001H2DM|name:东池便当|address:中山北路536号(嘉鸿新都汇一楼北侧)|location:120.64846,31.169669|tel:0512-63055477|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02000K4IZ|name:东池便当(鲈乡南路)|address:江厍路与鲈乡南路交叉口往北|location:120.639455,31.149512|tel:0512-63494885;0512-63494889|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001A0OC|name:如意饭店|address:中山北路555号|location:120.64788,31.170055|tel:0512-63028295|type:餐饮服务;中餐厅;江苏菜
citycode:0512|poiid:B02001FUDB|name:华莱士|address:中山北路553|location:120.64794,31.170058|tel:0512-63936535|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B020019Z8P|name:一闻香迷宗蟹酸菜鱼(吴江店)|address:松陵镇笠泽路佰亿广场1层|location:120.645687,31.149893|tel:0512-63986577|type:餐饮服务;中餐厅;海鲜酒楼
citycode:0512|poiid:B02000ITYS|name:美味佳大酒店|address:市松陵镇梅石路1990号(近双板桥路)|location:120.628795,31.158719|tel:0512-63454020|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001A0V9|name:川香阁酸菜鱼馆|address:中山北路536号(近嘉鸿花园)|location:120.64843,31.169851|tel:0512-88981618|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0512|poiid:B02000JQWZ|name:555台式餐饮|address:中山北路559|location:120.647882,31.170171|tel:|type:餐饮服务;中餐厅;台湾菜
citycode:0512|poiid:B020017CYO|name:西湖农家菜馆|address:笠泽路199号之116-117|location:120.645625,31.149769|tel:0512-60386777;0512-63016177|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001BU5F|name:蜀味轩|address:松陵镇梅石路990号1幢115号|location:120.628673,31.158727|tel:0512-88989806|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001K3FN|name:一席地本地鸡窝(吴江店)|address:松陵广源路268号(通秦路与广源路交叉口)|location:120.64623,31.14993|tel:0512-63378888|type:餐饮服务;中餐厅;火锅店
citycode:0512|poiid:B02001H30X|name:渔夫轩(吴江分店)|address:广源路186|location:120.646102,31.14987|tel:|type:餐饮服务;中餐厅;海鲜酒楼
citycode:0512|poiid:B02001DADF|name:友屋日本料理|address:吴江交通路3326号香江花园10幢102-103商铺|location:120.65346,31.16536|tel:0512-63002907|type:餐饮服务;外国餐厅;日本料理
citycode:0512|poiid:B0200081WO|name:123快餐|address:油车路975号|location:120.630083,31.166074|tel:0512-60890838;0512-61815123;0512-63020838|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001H0S9|name:苏北家常菜|address:双板桥路990附近|location:120.62848,31.158489|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001HB8Z|name:仙食村|address:交通北路3571|location:120.651431,31.168129|tel:13771636373;0512-63985333|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001BQZA|name:竹之月日本料理铁板烧|address:云梨路1928|location:120.654764,31.158395|tel:0512-63415722|type:餐饮服务;外国餐厅;日本料理
citycode:0512|poiid:B02001H0SA|name:永明家常菜|address:梅石路990附近|location:120.628486,31.158153|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001E1NL|name:三千里韩式烧烤|address:梅石路990号5幢113号|location:120.628357,31.158736|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0512|poiid:B02001DANL|name:大嘴鱼乡(松陵店)|address:松陵镇广源路189号松陵饭店1层(近大润发恒森店)|location:120.646153,31.149623|tel:4008007527;0512-63321117|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001BVEI|name:江源渔港|address:梅石路江城花园附近|location:120.62843,31.158285|tel:0512-63179977|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020017YDH|name:闽东大酒店|address:松陵镇交通北路3571号米兰宾馆院内|location:120.6516,31.1681|tel:0512-63985333|type:餐饮服务;中餐厅;江苏菜
citycode:0512|poiid:B020017C9J|name:多普乐欢乐匹萨屋|address:广源路216号(近大润发)|location:120.646453,31.149607|tel:0512-63025757;0512-63031117|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B020019OLD|name:海之鮮|address:松陵镇梅石路990号滨湖邻里中心1幢107室|location:120.62831,31.158142|tel:|type:餐饮服务;中餐厅;台湾菜
