citycode:0591|poiid:B024F0VANL|name:家家香|address:八一七北路187安泰中心145号(近织锦巷)|location:119.30044,26.08242|tel:|type:餐饮服务;中餐厅;福建菜
citycode:0591|poiid:B024F0U456|name:麦嘉基炸鸡汉堡(永泰县气象局东)|address:杨梅路附近|location:118.938821,25.866739|tel:0591-24816999|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F0XXL5|name:嘉佳基|address:福州近郊樟城镇龙翔大厦117号店|location:118.940796,25.86363|tel:0591-24855755|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F0XZL4|name:叭卟奶茶(英林店)|address:英龙路(侨联大厦对面)|location:118.94052,25.86321|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0591|poiid:B0FFF4UM0W|name:369餐馆|address:福州近郊樟城镇店面56号|location:118.94092,25.863383|tel:0591-24855878|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VQ7S|name:老地方粥铺|address:近郊永泰樟城镇龙翔大厦9号店|location:118.94108,25.863363|tel:18906909616|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0XTEV|name:华莱士(永泰沙浮店)|address:沙浮路86号|location:118.938482,25.862448|tel:0591-24878188|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F0UFIX|name:迦南美食店|address:福州近郊永泰县龙峰路351号|location:118.941643,25.862865|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0U41C|name:喜客来饭庄|address:东街8-2号对面|location:118.937421,25.861956|tel:0591-24813988|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B0FFF4ZFOZ|name:哆唻咪休闲餐厅|address:龙峰路附近|location:118.94268,25.863803|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0UL0K|name:鑫五味酒楼|address:樟城镇南湖路14号|location:118.935364,25.86413|tel:0591-24839777|type:餐饮服务;中餐厅;综合酒楼
citycode:0591|poiid:B024F05BNA|name:安华美食店|address:龙峰路343号|location:118.942478,25.863197|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0578C|name:方广美食|address:福州近郊永泰县龙峰路343号|location:118.942498,25.863225|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B0FFF5S4DI|name:黄鹤楼酒家(南湖路店)|address:樟城镇南湖路家家福超市旁2层|location:118.935247,25.864601|tel:0591-24819197|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0U442|name:大彬拉面馆|address:龙峰园16号|location:118.942786,25.863799|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B0FFF4UKTB|name:新安古街|address:南湖路23附近|location:118.9352,25.864297|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0UKZG|name:郑百味农家餐馆|address:南湖路23号附近|location:118.934755,25.864516|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B0FFF52UI2|name:聚鲜菜馆|address:南湖路17附近|location:118.9346,25.864646|tel:0591-24800900|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B0FFF4S66C|name:老铺炖罐|address:南湖路17附近|location:118.93457,25.864703|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B0FFF00PFK|name:聚鲜楼|address:南湖路17附近|location:118.934561,25.864693|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VRAJ|name:豪亨世家牛排(永泰店)|address:樟城镇南湖路金泰大厦|location:118.934448,25.864741|tel:0591-24813977|type:餐饮服务;外国餐厅;牛扒店(扒房)
citycode:0591|poiid:B024F05712|name:塘兴河鲜楼|address:南湖路10号永泰县妇幼保健院附近|location:118.934865,25.863041|tel:0591-24855866|type:餐饮服务;中餐厅;海鲜酒楼
citycode:0591|poiid:B024F056Y0|name:味品居餐厅|address:樟城镇天宇楼下1层右侧|location:118.934473,25.86391|tel:0591-24854317|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F056PX|name:家常清粥铺|address:樟城镇南湖路金泰大厦1楼1号|location:118.933985,25.864612|tel:13860688725|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0U42S|name:麦嘉基(南湖路)|address:商会附近|location:118.933961,25.865266|tel:0591-24833599|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F0UL2C|name:毛氏清汤面馆|address:南湖路|location:118.933858,25.864736|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F05AZU|name:嵩口饭店|address:龙峰路附近|location:118.944431,25.864221|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0YZZP|name:爱呢小聚园酒家|address:福建省永泰县南湖花园E区20号附近|location:118.93311,25.865458|tel:13645033168|type:餐饮服务;中餐厅;广东菜(粤菜)
citycode:0591|poiid:B024F0XTJD|name:兄弟小吃鸡公煲|address:南湖花园E区20号附近|location:118.93303,25.865582|tel:18659126662|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0V02O|name:品香阁酒楼|address:南湖花园E区20号|location:118.93294,25.865706|tel:0591-24859859|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B0FFF535MF|name:大丰收|address:龙峰路|location:118.94559,25.863863|tel:0591-24819977|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0Y49A|name:新洪濑酸菜面|address:中医院附近|location:118.933014,25.862345|tel:18906909932|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0XSS3|name:三聚福菜馆|address:北门路67号附近|location:118.93523,25.87008|tel:13489162650|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0591|poiid:B024F0UL3L|name:当家火锅|address:塔山路78附近|location:118.939136,25.858522|tel:|type:餐饮服务;中餐厅;火锅店
citycode:0591|poiid:B024F0Y4F5|name:乡里人饭庄|address:中医院附近|location:118.93275,25.862072|tel:15859123277|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F0U3Z3|name:沙县特色风味小吃|address:塔山路|location:118.938833,25.858458|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0XLOL|name:正宗沙县小吃|address:樟城镇南湖路16号|location:118.93289,25.861704|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0UL07|name:万福酒楼|address:南湖路8号|location:118.931944,25.866256|tel:0591-24853336|type:餐饮服务;中餐厅;综合酒楼
citycode:0591|poiid:B0FFF5SPL3|name:君悦楼|address:近郊永泰樟城镇南湖花园11号(县委对面)|location:118.932,25.866688|tel:0591-24879766|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B0FFF4X8TV|name:广东特色粥王|address:福州近郊永泰县政府斜对面|location:118.93198,25.866729|tel:0591-24805366|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0Y4J5|name:乐乐天菜馆|address:福州近郊永泰县政府斜对面|location:118.93189,25.86682|tel:0591-24854539|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B0FFF4QKV8|name:千椒百味火锅|address:南湖路35附近|location:118.93183,25.866808|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B0FFF4XV1I|name:尚品苑|address:南湖路附近|location:118.93164,25.866164|tel:0591-24839898|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F056PG|name:聚贤居|address:杨梅路和202省道的交叉口附近|location:118.934726,25.870529|tel:0591-24877977|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B0FFF5GWZP|name:御尚堂|address:樟城镇南湖花园小区|location:118.9318,25.8671|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VB24|name:山泉大酒楼|address:城峰镇里岛路|location:118.940794,25.871658|tel:13799351799;0591-24896777|type:餐饮服务;中餐厅;综合酒楼
citycode:0591|poiid:B0FFF2PNR6|name:豪亨涮涮锅|address:县府路|location:118.93426,25.87038|tel:|type:餐饮服务;中餐厅;火锅店
citycode:0591|poiid:B0FFF4XBN6|name:红鼎食府|address:202省道附近|location:118.93481,25.870738|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0UKZ7|name:御膳堂时尚养生食府|address:政府斜对面|location:118.931627,25.867026|tel:0591-24817979|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0U462|name:动力杯|address:202省道附近|location:118.934863,25.870801|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F05Y5B|name:喜来登酒楼|address:刘歧村|location:118.938459,25.857731|tel:|type:餐饮服务;中餐厅;综合酒楼
citycode:0591|poiid:B024F0XSRO|name:越南特色小吃|address:福州近郊202省道|location:118.935049,25.871011|tel:0591-24800466|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0591|poiid:B024F05BA8|name:家馨园饭店|address:樟城镇北门路|location:118.935676,25.871336|tel:0591-24830921|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F05DB7|name:福泰徕酒楼|address:城关镇南湖路|location:118.931437,25.867364|tel:0591-24851715|type:餐饮服务;中餐厅;综合酒楼
citycode:0591|poiid:B024F05ZCG|name:沙拉斯(永泰县农业局东北)|address:塔山路88号附近|location:118.938404,25.857493|tel:0591-24806688|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F056N9|name:桂香楼菜馆|address:县府路48号|location:118.931391,25.867444|tel:13609580242;0591-24812319;0591-24832179|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F05DQH|name:北门菜馆|address:北门路67对面|location:118.93522,25.871379|tel:13665033876;0591-24871893|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F056W1|name:林琼快餐店|address:202省道附近|location:118.937482,25.857485|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B0FFF4RQTK|name:滋味斋自助烧烤火锅|address:福州近郊永泰县南湖路(近县政府)|location:118.93127,25.867558|tel:18606934994|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F056KR|name:正宗重庆火锅|address:樟城南湖花园A区10号旁|location:118.931249,25.867702|tel:0591-24856688|type:餐饮服务;中餐厅;火锅店
citycode:0591|poiid:B024F0Y3EH|name:芝佳基|address:福州近郊203省道|location:118.937065,25.857376|tel:|type:餐饮服务;外国餐厅;西餐厅(综合风味)
citycode:0591|poiid:B024F0ZRBK|name:闽南饭店|address:二零三省道与二零二省道交叉口|location:118.93787,25.857026|tel:0591-24858295|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F056W0|name:闽南漳泉饮食店|address:二零三省道与二零二省道交叉口|location:118.937872,25.856976|tel:0591-24858295|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F05ATD|name:刘岐饭店|address:二零三省道与二零二省道交叉口|location:118.937884,25.856877|tel:15859431074|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0XSXS|name:闽乡阁酒楼|address:龙峰路|location:118.947931,25.863771|tel:0591-24866777|type:餐饮服务;中餐厅;综合酒楼
citycode:0591|poiid:B024F05753|name:金生清汤面|address:樟城镇清口|location:118.930795,25.868298|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0UL4R|name:勇弟长乐海鲜吧|address:富裕新村路附近|location:118.930606,25.861698|tel:0591-24875777|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F05ZCE|name:天心阁|address:二零三省道与二零二省道交叉口|location:118.938213,25.856576|tel:0591-24872127|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0UL3G|name:兰景饭庄|address:永泰县|location:118.936031,25.856897|tel:0591-24833077|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F05CAG|name:天诚酒家|address:南湖路a区|location:118.930408,25.868129|tel:0591-24852262|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0XSBA|name:八仙阁菜馆|address:水利局附近|location:118.93595,25.872988|tel:0591-24822399|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0591|poiid:B024F05AWB|name:老黄岐海鲜大酒楼|address:县府路121号|location:118.93086,25.869289|tel:0591-24878799|type:餐饮服务;中餐厅;海鲜酒楼
citycode:0591|poiid:B024F0XXBB|name:重庆万州烤鱼|address:福州近郊县府路111号|location:118.93177,25.870552|tel:13489161222|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0591|poiid:B024F0XIW4|name:青云酒楼|address:城峰镇汤洋村|location:118.948194,25.857912|tel:|type:餐饮服务;中餐厅;综合酒楼
citycode:0591|poiid:B024F0XIVF|name:温泉酒楼|address:城峰镇温泉村|location:118.939519,25.853394|tel:0591-24855558|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0591|poiid:B024F0U419|name:好一家食府|address:福州近郊永泰县泗洲路|location:118.936523,25.876673|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0XIWL|name:麦嘉基(南江滨路)|address:汤石大桥附近|location:118.952215,25.860646|tel:0591-24816999;0591-24816888|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F0XIW1|name:港记厦鑫蚝干粥|address:南江滨路和203省道的交叉口附近|location:118.952212,25.860597|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0XIW8|name:回香蛋糕店|address:203省道附近|location:118.952138,25.860391|tel:|type:餐饮服务;中餐厅;清真菜馆
citycode:0591|poiid:B024F0XIWM|name:江上人家|address:203省道附近|location:118.952127,25.860328|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F056SS|name:马洋星星饭店|address:龙峰路|location:118.952142,25.860351|tel:0591-24871555|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0U43O|name:华莱士|address:十八坪|location:118.951819,25.859353|tel:0591-24800339|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F056ST|name:建平菜馆|address:马洋|location:118.951673,25.859054|tel:0591-24862913|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F056L7|name:马洋第一家|address:南江滨路和203省道的交叉口附近|location:118.952678,25.860743|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0XIWI|name:建平酒楼|address:203省道附近|location:118.95243,25.859713|tel:0591-24862913|type:餐饮服务;中餐厅;综合酒楼
citycode:0591|poiid:B024F05ZK3|name:天福酒家|address:福州近郊永泰县泗洲路|location:118.936388,25.878044|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0V023|name:三连食堂|address:马洋工业区|location:118.953169,25.858592|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0YBES|name:麒麟阁土菜馆|address:福州近郊十八坪新村|location:118.956696,25.865486|tel:13459483189|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:0591|poiid:B024F0UL3D|name:重庆火锅城(十八坪路)|address:十八坪路497号|location:118.956856,25.86554|tel:0591-24871182|type:餐饮服务;中餐厅;火锅店
citycode:0591|poiid:B024F0XXB5|name:湘香·石锅坊|address:福州近郊十八坪新村|location:118.95718,25.865065|tel:0591-24875098|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:0591|poiid:B024F0XSEN|name:福源楼|address:福州近郊永泰县东南医院旁|location:118.95753,25.86327|tel:0591-24879872|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VARW|name:家土饭壮|address:太平口|location:118.934947,25.882069|tel:0591-24879778|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F056UV|name:英英饮食店|address:203省道附近|location:118.959309,25.862851|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0U45I|name:渝乡石锅鱼|address:福州近郊永泰县十八坪路|location:118.959884,25.865203|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0Y3B0|name:聚湘缘|address:福州近郊十八坪新村|location:118.96,25.865099|tel:15960157969|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:0591|poiid:B024F0U43A|name:新食袋|address:城峰镇十八坪路282号|location:118.960011,25.86521|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F05ZGU|name:六顺川菜酒楼|address:203省道附近|location:118.959907,25.862813|tel:0591-24875692|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0591|poiid:B024F0UL4B|name:十八坪快餐店|address:城峰镇东门居委会|location:118.961371,25.865508|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F0Y41B|name:百膳居酒楼|address:福州近郊十八坪新村|location:118.96166,25.865429|tel:0591-24878298|type:餐饮服务;中餐厅;广东菜(粤菜)
citycode:0591|poiid:B024F0UL4A|name:至尊食府|address:福州近郊永泰县十八坪路|location:118.96188,25.865508|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0XSLQ|name:新盈快餐店|address:福州近郊十八坪路|location:118.961914,25.865479|tel:13599035131|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F0UL2Z|name:华莱士炸鸡汉堡(十八坪路)|address:城峰镇十八坪路18号|location:118.962077,25.865507|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F0XXL0|name:麦香基|address:福州近郊十八坪路5号|location:118.96244,25.865488|tel:0591-24813399|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F0XXRL|name:大众家常菜|address:城峰路十八坪|location:118.9626,25.86517|tel:14759712085|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0UL3R|name:麦嘉基炸鸡汉堡(板桥路)|address:十八坪路中国移动营业厅附近|location:118.962615,25.865699|tel:0591-24828333|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F0UL30|name:聚源楼酒家|address:十八坪路中国移动营业厅附近|location:118.962642,25.865599|tel:0591-24873030;0591-24879502|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0U3YQ|name:东门大华小吃店|address:旗山路附近|location:118.963375,25.865496|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0U459|name:芝佳基(旗山路)|address:城峰镇旗山路1号附近|location:118.963432,25.865512|tel:0591-24878115|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F0Y40U|name:桂峰大排档|address:城峰镇旗山路1号附近|location:118.96347,25.865774|tel:13774627913|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F0Y4CS|name:添福酒楼|address:城峰镇旗山路1号附近|location:118.96377,25.865461|tel:13859061617|type:餐饮服务;中餐厅;广东菜(粤菜)
citycode:0591|poiid:B024F0U3YP|name:聚宾楼酒家|address:城峰镇旗山路东门小学旁|location:118.96587,25.865401|tel:0591-24878580|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0YA47|name:常香阁酒楼|address:近郊旗山路东门小学附近|location:118.96645,25.865416|tel:15396022788;0591-24877282;0591-24800997|type:餐饮服务;中餐厅;广东菜(粤菜)
citycode:0591|poiid:B024F0Y478|name:闻香阁|address:旗山路东段附近|location:118.96842,25.86486|tel:18259135889|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:0591|poiid:B024F0YTYV|name:重庆鸡公煲旗山店|address:福州近郊近郊旗山路535号|location:118.96864,25.864013|tel:13799408910|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0Y46T|name:天辰酒楼|address:福州近郊城峰镇旗山路东段南侧|location:118.96871,25.863659|tel:0591-24833055|type:餐饮服务;中餐厅;广东菜(粤菜)
citycode:0591|poiid:B024F056XZ|name:山里人酒家|address:202省道附近|location:118.927478,25.896396|tel:0591-24891249|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0622A|name:三月三农家乐|address:二〇二省道永泰县城关往岭路乡方向|location:118.947958,25.827987|tel:0591-24852928|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F057BO|name:云天菜馆|address:岭路乡|location:118.938731,25.816076|tel:0591-24501177|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0Y45K|name:福中福菜馆|address:二零三省道转头山附近|location:118.955376,25.797594|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0591|poiid:B024F056XT|name:竹楼饭店|address:202省道附近|location:118.960269,25.780363|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F056XQ|name:农家菜馆|address:202省道(近青龙)|location:118.960513,25.779249|tel:0591-24501120;13003827916;13055421820|type:住宿服务;住宿服务相关;住宿服务相关|餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0575C|name:青云山庄|address:青云山景区内|location:118.960693,25.765349|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F056W3|name:悦心酒楼(葛岭卫生院东)|address:203省道附近|location:119.080908,25.87836|tel:0591-24583379|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0XIVR|name:永福土菜馆|address:203省道附近|location:119.081266,25.876677|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F056KV|name:777新大樟溪河鲜楼|address:二零三省道葛岭镇政府附近|location:119.082083,25.875411|tel:0591-24582777|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0XXKZ|name:华莱士|address:福州近郊182县道|location:118.78497,25.91312|tel:0591-24778777|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F056OM|name:食味香菜馆|address:大洋镇大洋镇人民政府附近|location:118.784424,25.912951|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F056RA|name:西山酒家|address:大洋镇大洋街|location:118.783718,25.912494|tel:0591-24772359|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0XXL2|name:德客莱|address:福州近郊182县道|location:118.78187,25.911747|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F056MI|name:美食园菜馆|address:181县道附近|location:118.762513,25.832523|tel:0591-24768777|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F056MH|name:潮兴菜馆|address:181县道|location:118.761809,25.83327|tel:0591-24768688|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0567H|name:新世纪酒家|address:白云街|location:118.914619,26.029875|tel:0591-24552669|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F056Y6|name:后溪饭庄|address:福清市|location:119.119722,25.77988|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F056LS|name:云龙酒家|address:梧桐镇梧桐街|location:118.746436,25.726212|tel:0591-24683293|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F05D3Q|name:便民快餐|address:181县道附近|location:118.697015,25.925102|tel:0591-24712979|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0568P|name:聚福酒家|address:一二七县道新苗幼儿园旁边|location:118.775731,26.049171|tel:0591-22485221|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F05Y1X|name:73号西餐厅|address:南屿镇南旗村桥下63号融侨旗山附近|location:119.211434,25.97779|tel:|type:餐饮服务;外国餐厅;西餐厅(综合风味)
citycode:0591|poiid:B024F05ZZI|name:聚福楼(安之居东南)|address:福州近郊闽侯县117县道(安之居东南)|location:119.218046,25.979802|tel:0591-22814777|type:餐饮服务;中餐厅;综合酒楼
citycode:0591|poiid:B024F0XXKW|name:曼哈顿|address:117县道附近|location:119.220269,25.975398|tel:0591-22808138|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F0XXJI|name:驿佳|address:南屿街附近|location:119.2233,25.972445|tel:0591-22805757|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F0597Z|name:(上街停车区)餐厅|address:福建师范大学旗山校区南区|location:119.209691,26.004618|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F058C1|name:湖东菜馆|address:坂东镇湖头街49号|location:118.777002,26.105723|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0XTG1|name:A快|address:福建工程学院学生街|location:119.19301,26.031688|tel:13705063306|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F0XXCL|name:独味烤鱼|address:工程学院旗山校区南校区北门附近|location:119.19346,26.031622|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0591|poiid:B024F0UG2J|name:日日升饭庄|address:工程学院旗山校区南校区北门附近|location:119.194168,26.030956|tel:15659162359|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F05Z2W|name:北海饭店|address:紫竹林附近|location:119.212065,26.008181|tel:0591-22818268|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0Y7YC|name:客来香饭店|address:高岐附近|location:119.217694,26.002535|tel:15345009093|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0UFP7|name:七里香酒楼|address:202省道附近|location:118.773392,26.109229|tel:|type:餐饮服务;中餐厅;综合酒楼
citycode:0591|poiid:B024F0VC2D|name:重庆酸辣粉|address:闽江学院东门|location:119.169163,26.064672|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0XX13|name:客家小吃|address:大学城闽江学院东门|location:119.16913,26.064718|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0XX12|name:重庆鸡公煲(闽江学院店)|address:大学城文贤路1号闽江学院东门|location:119.16913,26.064718|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F0VQ9X|name:兰州拉面|address:闽江学院西门|location:119.16913,26.064718|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F0XX15|name:韩一品|address:闽江学院东门(近小黑酒吧)|location:119.16931,26.06465|tel:|type:餐饮服务;外国餐厅;韩国料理
citycode:0591|poiid:B024F05F0F|name:桔园餐厅|address:文贤路1号|location:119.166362,26.06841|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F05F0C|name:闽江学院第三食堂|address:闽侯县大学城闽江学院(近超山寺)|location:119.166208,26.068795|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0566F|name:松园餐厅|address:闽江学院内|location:119.170801,26.066444|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0566E|name:闽江学院第一餐厅|address:月泉路附近|location:119.17108,26.066512|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0566G|name:篁园餐厅|address:闽江学院内|location:119.169594,26.068134|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0XSJX|name:兄弟哥餐馆|address:麒安万象学生街|location:119.188545,26.049988|tel:13110500655|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F0XXI0|name:佰堡香|address:福州近郊麒安万象学生街|location:119.18849,26.05043|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F05MR3|name:华莱士炸鸡汉堡(岐安花园北)|address:建平路附近|location:119.188547,26.050482|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F05MLG|name:重庆鸡公堡(岐安花园北)|address:福州近郊闽侯县建平路(岐安花园北)|location:119.188577,26.050477|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0Y3L6|name:十二号食铺|address:麒安万象学生街|location:119.188791,26.050335|tel:0591-23502322|type:餐饮服务;中餐厅;火锅店
citycode:0591|poiid:B024F0V4T1|name:李记饭店|address:麒安万象学生街|location:119.188984,26.050238|tel:15806035817;0591-22823668|type:餐饮服务;中餐厅;中餐厅
