citycode:029|poiid:B001D0WGC5|name:稻香村餐厅|address:未央路112号经贸宾馆2层|location:108.946191,34.307923|tel:029-82126100|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WP7P|name:玲珑雪|address:东关街52号(近潼河巷)|location:109.218956,34.373866|tel:029-83826060|type:餐饮服务;中餐厅;综合酒楼
citycode:029|poiid:B001D00697|name:红云酒家|address:东关街21号东三叉建筑公司|location:109.219676,34.374138|tel:029-83810027|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0VP6Z|name:湘味居|address:纺建路十字|location:109.072563,34.270208|tel:029-81095340|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:029|poiid:B001D0WK3R|name:天津狗不理包子|address:健康路|location:109.208772,34.370628|tel:13572507807|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08R51|name:天天过年饺子馆|address:西关正街5附近|location:109.208421,34.370734|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:029|poiid:B001D0069A|name:迎宾酒楼|address:东关街83号|location:109.220434,34.374685|tel:|type:餐饮服务;中餐厅;综合酒楼
citycode:029|poiid:B001D09PVC|name:竹荪鹅|address:唐苑东路|location:109.040127,34.195126|tel:18681862609;18681862563|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D0Z113|name:沸腾鱼庄|address:林带路中段(中国唐苑内)|location:109.040047,34.194881|tel:029-63361218;18681862561|type:餐饮服务;中餐厅;海鲜酒楼
citycode:029|poiid:B001D0ZU96|name:蜀湘楼|address:纺织城纺六路十字向南50米路东|location:109.064533,34.258308|tel:029-83549906|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D0WIZW|name:山城鲜鱼庄|address:健康路|location:109.208878,34.371153|tel:029-63382666|type:餐饮服务;中餐厅;海鲜酒楼
citycode:029|poiid:B001D0Z15Q|name:杨凌蘸水面|address:陕鼓大街西安工程大学后门|location:109.189926,34.36397|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D06ONZ|name:老陕食府|address:人民东路4号东侧|location:109.218223,34.374378|tel:029-83823188|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0W4RP|name:绿林居|address:陕鼓大道43号(爱琴海对面)|location:109.203116,34.369461|tel:029-83819585|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WHB1|name:刘三姐湘菜酒家|address:健康路|location:109.208958,34.37157|tel:029-83817111|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:029|poiid:B001D090W8|name:(蓝田服务区)餐厅|address:葛牌镇草坪街道|location:109.466178,33.957914|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0Z0AE|name:猪肚包鸡|address:纺织西街18号|location:109.060737,34.252893|tel:029-83099690|type:餐饮服务;中餐厅;西北菜
citycode:029|poiid:B001D0WGOB|name:好粥到|address:健康路中段(交通运输管理站南侧)|location:109.208918,34.371693|tel:13488266663|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WGFP|name:福满楼|address:西关正街|location:109.204538,34.370239|tel:029-83811335|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D069QP|name:佰人王串串香(人民南路)|address:人民南路12附近|location:109.212954,34.373159|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D04FQW|name:阿瓦山寨(临潼店)|address:秦陵北路|location:109.22284,34.376369|tel:029-83824999|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D09OVG|name:肯德基|address:秦始皇兵马俑博物馆服务区F14一、二层|location:109.285289,34.388376|tel:029-83899366|type:餐饮服务;快餐厅;肯德基
citycode:029|poiid:B001D08OI9|name:灞柳人家|address:林带路|location:109.037992,34.190349|tel:|type:餐饮服务;中餐厅;综合酒楼
citycode:029|poiid:B001D08O8Y|name:窑村猪蹄坊(纺织城店)|address:纺一路东头公安灞桥分局对门|location:109.071409,34.272391|tel:029-81090952|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WU1G|name:(蓝田服务区)餐厅|address:西安近郊蓝田服务区|location:109.465902,33.956414|tel:|type:餐饮服务;中餐厅;清真菜馆
citycode:029|poiid:B001D0VSWX|name:杨翔豆皮涮牛肚(纺织城店)|address:纺织城正街与纺四路十字南侧|location:109.064701,34.263666|tel:029-68952021;029-86952021|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D0YZ2D|name:骨头庄|address:文化东路|location:109.22153,34.3776|tel:|type:餐饮服务;中餐厅;西北菜
citycode:029|poiid:B001D08ML0|name:御膳阁|address:陕鼓大道8号|location:109.197224,34.369342|tel:029-83856789|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08MN5|name:百合饭庄|address:秦始皇兵马俑东临|location:109.28729,34.390141|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D074LB|name:薛家老店(纺织城正街)|address:纺织城正街商业大厦旁|location:109.064617,34.264023|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WGVP|name:葫芦头泡馍|address:秦陵北路八大奇迹馆对面|location:109.232719,34.380905|tel:13891971217|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0YNGG|name:陕菜馆|address:林带路东段|location:109.03763,34.19835|tel:029-63361256|type:餐饮服务;中餐厅;西北菜
citycode:029|poiid:B001D064YG|name:兴盛国际大酒店|address:秦陵北路与兴盛路交汇处|location:109.226825,34.379413|tel:029-83889911;029-83889922;029-83886410|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WFHE|name:老陕饭庄|address:秦始皇兵马俑博物馆东|location:109.287121,34.390512|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08MYJ|name:客来粥到(体育路)|address:体育路南口28号|location:109.231171,34.380865|tel:029-83888555|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D09OVF|name:秦缘酒店|address:秦陵北路兵马俑停车场对面|location:109.285999,34.390771|tel:029-83914000;029-83803999|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08ZI4|name:徐家酸汤饺子|address:西安近郊人民西路(近工商银行)|location:109.208329,34.3747|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:029|poiid:B001D0WLDU|name:杨翔豆皮涮牛肚(临潼店)|address:文化西路与开元路交口(近东方开元小区)|location:109.215755,34.377248|tel:029-83821989|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D09OQ8|name:冶氏兰州正宗牛肉拉面|address:唐韵园中心广场西南侧|location:109.216843,34.377611|tel:|type:餐饮服务;中餐厅;清真菜馆
citycode:029|poiid:B001D08PEO|name:老马家牛羊肉泡馍|address:108省道附近|location:109.044489,34.084974|tel:|type:餐饮服务;中餐厅;清真菜馆
citycode:029|poiid:B001D09OCJ|name:温馨家园|address:万年路80号|location:109.229005,34.381745|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08S1Y|name:秦镇米皮店|address:桃源路33号|location:109.222194,34.38012|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WO3R|name:大汗包子|address:文化路|location:109.212298,34.377291|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08N12|name:绿色餐厅|address:陕鼓路8号|location:109.299979,34.393514|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WCWG|name:胖子火锅城|address:芷阳路附近|location:109.190155,34.369354|tel:|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D0WPHF|name:小馋虫麻食(临潼分店)|address:诚信路70号|location:109.220527,34.380027|tel:029-83883465|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WQAQ|name:东北野生大鱼坊(西安老刘分店)|address:诚信路38号|location:109.217605,34.379442|tel:15349200793|type:餐饮服务;中餐厅;东北菜
citycode:029|poiid:B001D0WF31|name:重庆麻麻鱼府|address:文化路十字向西50米路北|location:109.211754,34.377727|tel:029-83432391|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08MNK|name:永昌餐厅|address:代王街86|location:109.298778,34.394019|tel:029-83933733;13891174738|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08MNL|name:369家常菜|address:代王街96号东侧|location:109.298852,34.394052|tel:029-83932369|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WJ6R|name:馨和园|address:代王街116号|location:109.297664,34.394|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WNCZ|name:重庆7石咕噜鱼|address:文化西路朗庭宾馆对面|location:109.209923,34.377426|tel:029-83827896;029-83889393|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D0WJB5|name:舍得香腊汁肉夹馍(银桥大道店)|address:快速干道书院街(段华清中学对面)|location:109.224025,34.381995|tel:15102930036|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WE6D|name:公馆菜|address:文化东路中段|location:109.208671,34.377552|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D11QMV|name:菲林格尔|address:康复北路和人民西路的交叉口附近|location:109.201803,34.375243|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D10SSZ|name:小四川鱼庄|address:幸马路附近|location:109.036306,34.212473|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WSWW|name:巴蜀香|address:108国道附近|location:109.125576,34.335865|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D090LE|name:秦镇米皮(西安市临潼区代王综合楼东北)|address:代王街44号(西安市临潼区代王综合楼东北)|location:109.302801,34.395718|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0ZM0Y|name:老三火锅城|address:万年路50号|location:109.222436,34.38281|tel:029-83952555|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D08Y9I|name:百家姓饭店|address:纺织城纺二路1号|location:109.062873,34.271032|tel:029-83533086|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D1021J|name:聚香阁|address:诚信路33号|location:109.213077,34.380949|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D10U8J|name:金马鸡汤刀削面|address:半坡南路38号北侧|location:109.053576,34.257804|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D10WF5|name:兰州正宗牛肉拉面|address:席王路东段|location:109.071949,34.286947|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08OAX|name:星月楼|address:新医路55北侧|location:109.063411,34.275262|tel:029-81135102|type:餐饮服务;中餐厅;清真菜馆
citycode:029|poiid:B001D08VNI|name:阳阳餐馆|address:108国道附近|location:109.110628,34.326918|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0ZTL4|name:湘味居|address:浐灞滨河东路码头(近西航花园)|location:109.062538,34.274521|tel:029-81095340|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:029|poiid:B001D08VIA|name:金马刀鸡汤刀削面(纺织城店)|address:纺织城西街322号|location:109.063359,34.27622|tel:029-88094201|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D1037H|name:马虎面馆|address:纺建路96|location:109.061421,34.274485|tel:|type:餐饮服务;中餐厅;清真菜馆
citycode:029|poiid:B001D0VXS7|name:万记老重庆朝天门火锅城|address:纺织城纺北路9号|location:109.064242,34.278678|tel:029-83138999|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D0WTKK|name:金马刀鸡汤刀削面|address:斜口街151附近|location:109.154364,34.358426|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08OAB|name:鹏飞大酒店|address:108国道附近|location:109.10531,34.324954|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D10SO8|name:好再来饺子馆|address:月登阁村|location:109.036035,34.229145|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:029|poiid:B001D10SY4|name:老成都川菜馆|address:田马路附近|location:109.03628,34.230245|tel:13484602680|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D08NDD|name:怪难吃|address:行者路附近|location:109.197804,34.379553|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D0VP4O|name:江海肥牛(咸阳店)|address:新兴南路|location:109.037512,34.234876|tel:029-38170777;029-33157188|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D08VH0|name:老四烤肉(纺建路)|address:纺建路112号|location:109.058321,34.274734|tel:|type:餐饮服务;中餐厅;清真菜馆
citycode:029|poiid:B001D10WAW|name:川渝人家|address:纺织城堡子村|location:109.058767,34.277218|tel:029-83330077|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D10SIG|name:重庆川菜老店|address:咸宁东路12D号|location:109.04328,34.251062|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D06BQL|name:城东饺子馆|address:咸宁东路12H号|location:109.042881,34.251035|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:029|poiid:B001D08O2P|name:聚合餐厅|address:唐都医院正门电厂东路|location:109.061365,34.281732|tel:13991351116|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08ZI2|name:水盆羊肉(火车站一小区北)|address:人民北路7号(火车站一小区北)|location:109.213346,34.386976|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0Z4Q6|name:韶山冲湘菜馆|address:席王路|location:109.065188,34.287961|tel:029-83522958|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:029|poiid:B001D08MOZ|name:重庆川菜馆(火车站一小区北)|address:临潼火车站(火车站一小区北)|location:109.213413,34.387855|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D08NDB|name:重庆特色川菜|address:行者路|location:109.198247,34.383235|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D11MQM|name:刘家饭店|address:派出所向东|location:109.085043,34.313529|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0VRA6|name:石羊农庄|address:雁环路3号汉宣帝西邻300米|location:109.018505,34.180717|tel:029-85248165;029-85507500|type:餐饮服务;中餐厅;中餐厅|风景名胜;风景名胜相关;旅游景点
citycode:029|poiid:B001D11CXC|name:兰州正宗牛肉拉面|address:席王路西段|location:109.061961,34.287587|tel:|type:餐饮服务;中餐厅;清真菜馆
citycode:029|poiid:B001D0WE2Y|name:七里香|address:雁翔路1号|location:109.017156,34.180018|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08NDE|name:喜来登餐厅|address:108国道附近|location:109.236935,34.397189|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0VZD5|name:君悦酒楼|address:东城大道|location:109.070322,34.301426|tel:029-83579521|type:餐饮服务;中餐厅;综合酒楼
citycode:029|poiid:B001D0WUGZ|name:小辣椒|address:东城大道|location:109.069975,34.301272|tel:029-83579785|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D091HV|name:杨凌蘸水面馆|address:电厂西路附近|location:109.050945,34.276385|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08VVZ|name:金马刀鸡汤刀削面(灞桥分店)|address:灞桥正街|location:109.077136,34.311341|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D11DB5|name:老陕面馆|address:咸宁东路230号|location:109.03471,34.250797|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WSM7|name:福建沙县小吃|address:一零八国道千家喜购物广场(官厅店)附近|location:109.066612,34.300505|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:029|poiid:B001D0WTJX|name:大众餐馆|address:一零八国道千家喜购物广场(官厅店)附近|location:109.066552,34.300495|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08NFU|name:来顺餐厅|address:201县道|location:109.386124,34.40263|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08NFO|name:东方餐厅|address:临潼区|location:109.392,34.401612|tel:029-83941007|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D11CUM|name:南院门葫芦头泡馍|address:咸宁东路与田马路路口|location:109.03356,34.25053|tel:13772091030|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D11105|name:湖南土菜馆|address:东城大道中段|location:109.066352,34.300957|tel:15719281056|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0ZNN4|name:四海酒楼|address:咸宁东路与田马路十字向北100米|location:109.033899,34.252499|tel:13519147978|type:餐饮服务;中餐厅;综合酒楼
citycode:029|poiid:B001D08PJ8|name:风味居|address:104县道和108省道的交叉口附近|location:109.021877,34.086745|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WTDW|name:吴铭火锅|address:东城大道速八酒店对面(近火车站)|location:109.062535,34.29915|tel:029-83567878;029-83567788;029-83587878|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D092ES|name:曲江生态花园|address:南二环59号|location:109.012678,34.203413|tel:029-62288888|type:餐饮服务;中餐厅;综合酒楼
citycode:029|poiid:B001D10U1C|name:汉中凉皮|address:电厂西路|location:109.052385,34.290417|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D091JI|name:阳阳面馆(东盛北路)|address:咸宁东路420-1附近|location:109.027061,34.248331|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08NUL|name:成都饭店|address:325县道|location:109.074857,34.318404|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D07CFO|name:鑫源饺子馆|address:咸宁东路511号|location:109.028461,34.253633|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:029|poiid:B001D08NUI|name:醉香居|address:325县道|location:109.074923,34.31908|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08O4S|name:正宗兰州牛肉拉面(211住宅小区西)|address:锻压综合市场1-3号南侧|location:109.076313,34.321283|tel:|type:餐饮服务;中餐厅;清真菜馆
citycode:029|poiid:B001D08O4X|name:岐山臊子面(211住宅小区东北)|address:325县道(211住宅小区东北)|location:109.075812,34.322167|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08O4W|name:聚香园|address:325县道附近|location:109.075811,34.322207|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08O4V|name:利源餐厅|address:325县道|location:109.075814,34.32232|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0YYUQ|name:星连心餐厅(幸福路店)|address:康宁路6号锦江之星内(近西北工业集团)|location:109.01865,34.237713|tel:029-62691999|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08PTK|name:福临门|address:杜曲东街105附近|location:109.008949,34.103191|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08P3L|name:成都川菜馆|address:雁塔区|location:109.011358,34.220945|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D11D27|name:花苑酒楼|address:万寿南路(近东方厂)|location:109.016497,34.237602|tel:029-82377606;029-63685083|type:餐饮服务;中餐厅;综合酒楼
citycode:029|poiid:B001D10U90|name:功夫面(长乐路店)|address:长乐东路棕榈湾小区临街(近长乐坡)|location:109.032464,34.271725|tel:029-83658468|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D11VW0|name:樊家腊汁肉夹馍|address:幸福南路64附近|location:109.016356,34.243419|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WIKU|name:湘J真品农家小菜|address:建工路|location:109.015797,34.242997|tel:029-89331584|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:029|poiid:B001D0Z18T|name:炒饼|address:幸福南路109号(近建筑科技大学华清学院门口)|location:109.01605,34.24394|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:029|poiid:B001D0WELR|name:湖南土菜馆|address:西影路8B号|location:109.013112,34.238589|tel:13991299976;029-83294539|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:029|poiid:B001D08NFL|name:平价饭馆|address:临潼区|location:109.182952,34.396781|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D06S2S|name:嫩江鱼(阳光分店)|address:西影路10H|location:109.010821,34.237731|tel:029-87733704|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08NRL|name:兄弟烤肉|address:雁引路附近|location:108.99776,34.189039|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:029|poiid:B001D08M1C|name:川菜食府|address:207县道附近|location:109.263454,34.419446|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D06BTM|name:成都王|address:西影路12A|location:109.009584,34.237159|tel:029-85522456|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D0WIC1|name:小竹签烤肉(建工路店)|address:建工路12号|location:109.011494,34.242697|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:029|poiid:B001D08MGA|name:顺风餐厅|address:207县道|location:109.26554,34.420501|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D06NY6|name:西安辣欢天火锅城(纬什街店)|address:咸宁中路12号|location:109.014611,34.250905|tel:029-82627879;029-82625566|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D0WETN|name:湖南土菜馆|address:万寿南路53-3号|location:109.014514,34.250774|tel:029-68561138|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:029|poiid:B001D0VZRU|name:聚缘酒店|address:207县道附近|location:109.263041,34.420438|tel:029-83977111|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D094F8|name:世纪金源大饭店|address:建工路19-1号|location:109.011162,34.243566|tel:029-68609999;029-68608888|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0Z264|name:潇天大酒店|address:新丰镇鸿门村前街组庆山西路|location:109.26527,34.420799|tel:029-83972666|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D06N2C|name:九龙海天美食苑(纬十街店)|address:纬什街十字|location:109.013987,34.251577|tel:029-83218706;029-83218786;029-83288548|type:餐饮服务;中餐厅;综合酒楼
citycode:029|poiid:B001D0WDWU|name:湖南土菜馆|address:高新区丈八北路18号南侧|location:109.007273,34.23616|tel:029-83294539|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08O6L|name:重庆一绝|address:雁翔路和孟汗路的交叉口附近|location:109.001356,34.218937|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D0WJRZ|name:农香阁自助城(韩森寨店)|address:爱民东路1号(秦川中学对面)|location:109.014912,34.255276|tel:029-83226868|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D0WQU5|name:妙春轩|address:东郊建工路9号|location:109.008869,34.243506|tel:029-82288044|type:餐饮服务;中餐厅;西北菜
citycode:029|poiid:B001D0YNZ2|name:湘之源|address:建工路19-1号世纪近金源酒店|location:109.008563,34.243453|tel:029-68926695;029-83772136|type:餐饮服务;中餐厅;综合酒楼
citycode:029|poiid:B001D11GGV|name:小四川川菜馆|address:西等驾坡|location:109.006564,34.238479|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D0WGKL|name:褒河栈道渔庄|address:建工路9号|location:109.008501,34.243539|tel:029-68533817|type:餐饮服务;中餐厅;海鲜酒楼
citycode:029|poiid:B001D0WQU4|name:川渝人家(木子园店)|address:建工路中段19号|location:109.008415,34.24352|tel:029-68863333;029-68830000|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D0W2JN|name:肯德基(长乐东路)|address:长乐东路(幸福路十字东侧)|location:109.020639,34.26979|tel:029-83653652|type:餐饮服务;快餐厅;肯德基
citycode:029|poiid:B001D08NQ0|name:好再来酒家|address:环岛路附近|location:109.044735,34.30698|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0VWGD|name:平武川菜酒楼|address:华清路环岛向南200米|location:109.029973,34.287274|tel:029-82475691|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D0Z0JO|name:猪肚包鸡|address:万寿中路(近韩森路)|location:109.014375,34.261015|tel:|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D10TUO|name:重庆鱼庄|address:长乐东路甲88号809库东隔壁|location:109.018864,34.269579|tel:13488109861|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D06JPF|name:华山川菜|address:幸福中路226号|location:109.015942,34.264152|tel:029-83202421;029-83202422|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D0VP4L|name:香意酒楼|address:万寿路附51号|location:109.014522,34.262635|tel:029-88138383|type:餐饮服务;中餐厅;综合酒楼
citycode:029|poiid:B001D0WG90|name:湖南土菜馆|address:万寿中路51号|location:109.014615,34.262991|tel:029-81828408;029-83294539;029-14702946|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:029|poiid:B001D0VP71|name:金久记猪肚鸡(万寿路店)|address:万寿中路50号(近长乐路)|location:109.014593,34.263152|tel:029-83255829|type:餐饮服务;中餐厅;广东菜(粤菜)|餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0VP5C|name:长安真味|address:新城区公园南路26号(西安市卫星监控中心附近)|location:109.006137,34.245546|tel:029-83288866|type:餐饮服务;中餐厅;西北菜
citycode:029|poiid:B001D0WJM1|name:老米家大雨泡馍店|address:新城区公园南路28号|location:109.006175,34.246298|tel:029-82695990;13572265983|type:餐饮服务;中餐厅;清真菜馆
citycode:029|poiid:B001D0WHVX|name:成都川菜|address:万寿中路58号|location:109.014553,34.264412|tel:029-83252965|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D0WJVP|name:新派川菜|address:长乐东路90-8号|location:109.016767,34.26936|tel:13772153467|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D10TDG|name:沙县小吃|address:曲江新区西影路164号|location:108.99676,34.223296|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅|餐饮服务;中餐厅;特色/地方风味餐厅
citycode:029|poiid:B001D0VRYF|name:金缘阁|address:寒窑(近曲江遗址公园)|location:108.990571,34.197901|tel:029-85568000|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D06MA9|name:金牛菜馆(公园南路分店)|address:公园南路74|location:109.006203,34.249353|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D07MY7|name:湖南土菜馆(黄河宾馆南)|address:长乐中路2|location:109.015924,34.269347|tel:029-83294539;029-83294875|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:029|poiid:B001D0WHUW|name:竹签烤肉|address:公园南路84号|location:109.006187,34.249526|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:029|poiid:B001D0WCUL|name:楼上楼|address:樊川路附近|location:108.989223,34.121477|tel:|type:餐饮服务;中餐厅;清真菜馆
citycode:029|poiid:B001D06UPQ|name:威海石岛海鲜|address:公园南路100|location:109.006192,34.249899|tel:13488473732|type:餐饮服务;中餐厅;海鲜酒楼
citycode:029|poiid:B001D06UPT|name:山东威海海鲜|address:公园南路104号(经二路十字向南50米路西海鲜一条街内)|location:109.006172,34.249929|tel:029-84013908|type:餐饮服务;中餐厅;海鲜酒楼
