citycode:010|poiid:B000AA177W|name:媛媛面馆(迎宾北路店)|address:怀柔迎宾北路11号|location:116.63755,40.324257|tel:010-69695158|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7PAEA|name:河南小吃|address:辛店北街附近|location:116.349412,39.71329|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:010|poiid:B000A7PFI5|name:黄记煌三汁焖锅(新居里西南)|address:大兴区|location:116.355943,39.7405|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7PGA6|name:绘面馆|address:G45大广高速附近|location:116.339714,39.710543|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000AA9SBF|name:苗颖竹荪鹅|address:清源东路|location:116.355,39.741894|tel:010-56278156|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7QZQN|name:云南过桥米线(黄村三店)|address:滨河街5号|location:116.341729,39.747342|tel:|type:餐饮服务;中餐厅;云贵菜
citycode:010|poiid:B000A7Q9WL|name:山东饭店|address:五条2北京蓝阔服装服饰有限责任公司附近|location:116.360949,39.735395|tel:|type:餐饮服务;中餐厅;山东菜(鲁菜)
citycode:010|poiid:B000A8UD5L|name:鼎立拉面(兴丰大街)|address:兴华北路二段78号院-144|location:116.337858,39.747827|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8X7A9|name:很久以前烤串坊|address:黄村镇兴丰大街彩虹新城东门142号|location:116.337864,39.747937|tel:13810468688|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A82T0Y|name:集结公社|address:义和庄东路(恒安安防科技公司附近)|location:116.326326,39.712066|tel:010-61216677|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8XM0F|name:韩景台烧烤城(大兴店)|address:黄村镇清源西路55号|location:116.322287,39.743759|tel:010-61210029;010-57435552;010-61210028|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A889K4|name:小肥羊(大兴店)|address:兴华北路二段78号院之10-13|location:116.33276,39.747767|tel:010-69204885;010-69256809|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A7QA19|name:山海菜园食府|address:清源西路2号|location:116.321245,39.743363|tel:010-69201573;010-69229995|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A87DEO|name:金巴蜀|address:清源北路18号|location:116.326275,39.746062|tel:010-69262179|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:010|poiid:B000A9JL6X|name:庆丰包子铺|address:兴华北路2段78号院16-17|location:116.332757,39.747959|tel:010-56038868;010-69290976|type:餐饮服务;快餐厅;快餐厅
citycode:010|poiid:B000A7OQAW|name:村里村外(村里村外)|address:新源大街34号|location:116.319234,39.715335|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7QU9H|name:小辣椒酒家|address:大兴区|location:116.359427,39.717728|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7Q3QL|name:匹夫涮肉城(清源西路店)|address:黄村镇清源西路55号|location:116.321188,39.744015|tel:010-69263191|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A9JPBD|name:贵宾楼|address:兴业大街55号|location:116.322538,39.744889|tel:010-69297771|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A87XWZ|name:没完小吃|address:兴华北路二段78之27-30|location:116.332782,39.748574|tel:010-69263237|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7P0IE|name:鸽子园饭庄|address:黄村|location:116.319232,39.74336|tel:010-69221192|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7PCBJ|name:红河村|address:黄鹅路|location:116.320168,39.744117|tel:010-69206370;010-69269962|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7QZR2|name:延吉村饭庄|address:黄村|location:116.331621,39.708785|tel:010-61211765|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7Q5VU|name:桥南快餐|address:京开辅路附近|location:116.336726,39.707925|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:010|poiid:B000AA1D47|name:瓦罐香沸|address:兴华北路二段78号院-104|location:116.337189,39.749971|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000AA1D44|name:正宗老成都火锅(大兴店)|address:兴华北路二段78号院-99|location:116.336732,39.749962|tel:|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A7PTNJ|name:老三家常菜|address:清泰路|location:116.346661,39.748917|tel:010-86604121|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000AA1YSV|name:珍味牛肉面|address:丽园路附近|location:116.336967,39.749983|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8X6HX|name:二子烧烤|address:黄村彩虹新城9-84号|location:116.336098,39.749965|tel:13439142648|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A8X7HF|name:喜洋洋老汤火锅|address:黄村彩虹新城北门东侧(近彩虹物美大卖场)|location:116.336155,39.749971|tel:010-69263606|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A8UVOG|name:烤鱼吧(大兴丽园路店)|address:兴华北路二段78号院-90|location:116.336316,39.749981|tel:010-69234781;4006677367|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A8UVOF|name:白兔比萨|address:兴华北路二段78号院-82|location:116.336018,39.749968|tel:010-69201023;15311190196|type:餐饮服务;快餐厅;快餐厅
citycode:010|poiid:B000A9DJXI|name:麟霁麟|address:兴丰北路78号|location:116.337849,39.750056|tel:010-69200883|type:餐饮服务;中餐厅;东北菜
citycode:010|poiid:B000AA1EGD|name:兰州正宗牛肉拉面(大兴分店)|address:兴华北路二段78号院-75|location:116.335092,39.749965|tel:|type:餐饮服务;中餐厅;清真菜馆
citycode:010|poiid:B000A87XY7|name:金手勺酱骨老菜馆|address:兴华北路二段78号院-71|location:116.33496,39.749976|tel:010-69232470;010-69291448|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000AA1YSN|name:渔夫烤鱼(大兴店)|address:兴华北路二段78号院-60|location:116.334385,39.749975|tel:010-56241827|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A8XHWQ|name:蒙古烤羊腿|address:林校路60-2|location:116.331477,39.708192|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A878DE|name:阳阳中国饭|address:黄村镇兴丰大街二段72号|location:116.338937,39.750402|tel:010-69201424;010-81290103|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A9JOGT|name:传奇酸辣粉|address:黄村镇丽园路枣园东里1号玫瑰城对面(近枣园地铁站)|location:116.337,39.751|tel:13651076665|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A9ILVO|name:九品猪肚鸡|address:光明路龙谭北里三条3号1层光明层华普超市对面|location:116.368004,39.731376|tel:010-67182258|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A7PK1U|name:饺子馆家常菜|address:三条1号|location:116.368609,39.73154|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000AA1FGO|name:和庆斋|address:黄村滨河坊3号|location:116.340698,39.753263|tel:|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A7PSLL|name:来一碗(大兴分店)|address:黄村镇枣园东里21号楼3号|location:116.335043,39.753628|tel:010-69262532|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7PFI2|name:黄记煌三汁焖锅(枣园路)|address:黄村枣园东里21-23|location:116.334394,39.753631|tel:010-69261862|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000AA198U|name:第1佳大鸡排|address:兴丰北大街彩虹新城东门富润万佳超市门口|location:116.33217,39.753437|tel:15611710923|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7PCBV|name:红红地锅鱼(沐新路)|address:黄村|location:116.368372,39.737745|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7OQTB|name:大家乐|address:红红地锅鱼(沐新路)附近|location:116.368372,39.737813|tel:010-61299098|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A08417|name:丰福园酒楼|address:兴丰大街二段39号|location:116.336745,39.754183|tel:010-69202986|type:餐饮服务;中餐厅;综合酒楼
citycode:010|poiid:B000A7PHX2|name:家和饺子馆|address:广茂大街|location:116.348289,39.753942|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A7QOG9|name:万家灯火(广茂大街)|address:黄村西大街62号|location:116.3483,39.753991|tel:010-69291819|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7R0OI|name:阳光快餐店|address:福海路15附近|location:116.348287,39.754042|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:010|poiid:B000A7PHY7|name:家家饭馆|address:广茂大街|location:116.348287,39.754257|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7OGVB|name:巴蜀水煮鱼|address:广茂大街|location:116.348289,39.754819|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:010|poiid:B000A8X67M|name:沙县小吃|address:兴丰大街二段甲48号|location:116.336832,39.755982|tel:13671071898|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A863XP|name:金泽城韩国烤肉|address:兴丰街二段46号|location:116.336744,39.756416|tel:13264293035;010-81282082|type:餐饮服务;外国餐厅;韩国料理
citycode:010|poiid:B000A9JLJH|name:食尚味|address:经济开发区福海路5号(近金融大厦)|location:116.353806,39.753777|tel:010-61272382|type:餐饮服务;快餐厅;快餐厅
citycode:010|poiid:B000A7WF6I|name:鼎盛饺子|address:兴丰北大街38号|location:116.336657,39.756805|tel:010-81283191|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A88IIS|name:铁锅柴鸡大骨头|address:康庄路口华堂水晶广场底商36号(近华堂商场)|location:116.336458,39.756871|tel:13911371123;010-81283157|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A7OZHT|name:福苑大酒店|address:黄村|location:116.348703,39.756073|tel:010-61271696|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A878UE|name:呷哺呷哺(大兴吉星德亿分店)|address:兴华北路202号吉星徳亿商业中心1层|location:116.332933,39.757249|tel:010-69207479|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A8XEN2|name:呷哺呷哺(华堂商场大兴店)|address:康庄路10号F1层|location:116.337648,39.757538|tel:010-69207479;010-60265888;010-69201147;4008177878|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A9MHW0|name:乐食派麻辣香锅(华堂商场大兴店)|address:康庄路10号F3层|location:116.337698,39.757638|tel:010-69293235|type:餐饮服务;中餐厅;四川菜(川菜)|餐饮服务;中餐厅;广东菜(粤菜)
citycode:010|poiid:B000A87E5X|name:麦当劳(华堂商场大兴店)|address:康庄路10号F1层|location:116.337793,39.757678|tel:010-69294855;010-69294482|type:餐饮服务;快餐厅;麦当劳
citycode:010|poiid:B000A87E5T|name:吉野家(华堂商场大兴店)|address:康庄路10号F2层|location:116.33774,39.757704|tel:4008197197;010-81282349|type:餐饮服务;快餐厅;吉野家
citycode:010|poiid:B000A9ETOH|name:苗韵竹荪鹅|address:康庄路口西|location:116.331103,39.757849|tel:010-60256258|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A7NNIV|name:来子海鲜屋(康庄路)|address:康庄路口2号|location:116.341076,39.758255|tel:010-60205568;010-60205518;010-60205516|type:餐饮服务;中餐厅;海鲜酒楼
citycode:010|poiid:B000A8886P|name:粥公粥婆(康庄路)|address:康庄路5号|location:116.339245,39.758458|tel:010-51010158|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8886Q|name:田园老城一锅|address:体育局往北50米路西|location:116.341481,39.758647|tel:010-69261300;010-60205558|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A7QP8S|name:旺旺餐厅|address:清源西路|location:116.306133,39.746126|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7OQ9A|name:翠林餐厅|address:团桂路|location:116.377946,39.723766|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7QJ1W|name:天府火锅店|address:团桂路附近|location:116.376266,39.74003|tel:|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A7OU45|name:顶顶香|address:团河农发场鑫市场|location:116.376657,39.739656|tel:010-61296981|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7OF77|name:阿品家自助餐|address:团桂路附近|location:116.376572,39.740066|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8XM4N|name:香厨坊|address:工业开发区金苑路金科巷2号|location:116.351379,39.759026|tel:010-60213431|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:010|poiid:B000A7R8MM|name:正宗川菜|address:团桂路|location:116.378055,39.720828|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:010|poiid:B000A7ZKRY|name:大馅饺子家常菜(团河医院东)|address:团桂路(团河医院东)|location:116.37685,39.740096|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A7PTF9|name:老东北菜馆|address:清源路附近|location:116.375703,39.742481|tel:|type:餐饮服务;中餐厅;东北菜
citycode:010|poiid:B000AA6UEU|name:好实惠川湘家常菜|address:团桂路29号|location:116.37852,39.720238|tel:13436688286|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7OGV4|name:巴蜀居|address:科技学院|location:116.315383,39.756546|tel:010-68445511|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:010|poiid:B000A7QIGP|name:特色砂锅居|address:康庄路附近|location:116.31517,39.75645|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7PU04|name:乐乐家常菜(康庄)|address:石油化工学院康庄校区(骏城小区对面)|location:116.314942,39.756351|tel:13121966472|type:餐饮服务;中餐厅;北京菜
citycode:010|poiid:B000A7QVJE|name:新疆古丽餐厅|address:黄村康庄公园南侧(台湾街北)|location:116.314853,39.756329|tel:010-87499554|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7R0OH|name:阳光快餐|address:科技学院|location:116.314762,39.75629|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:010|poiid:B000A7QNK0|name:同乐涮吧|address:广茂大街|location:116.347735,39.760926|tel:010-60213966|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A7Q7LC|name:仁人居|address:兴华大街|location:116.331541,39.761495|tel:010-60243311;010-60243300|type:餐饮服务;中餐厅;清真菜馆
citycode:010|poiid:B000AA18AT|name:过桥米线|address:康庄路骏城小区东门(近印刷学院北校区)|location:116.31715,39.75895|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8886O|name:枸玛西餐厅|address:金星西路3号|location:116.336322,39.762992|tel:010-60230839|type:餐饮服务;外国餐厅;西餐厅(综合风味)
citycode:010|poiid:B000A7OF50|name:阿里拉饭店|address:兴业大街康庄路石油化工学院康庄校区|location:116.317503,39.759189|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A9JQS7|name:面香居(绿地缤纷城店)|address:金星西路3号|location:116.336415,39.763072|tel:010-60224355;010-80255050|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7QXQH|name:行宫家常菜|address:黄村|location:116.337146,39.763443|tel:010-60256286|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7QF3U|name:水饺麻辣烫|address:兴盛街175号|location:116.316953,39.759577|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8XFGQ|name:避风港|address:金星西路3号绿地缤纷城3层(近地铁大兴线高米店南站)|location:116.334602,39.763517|tel:010-69223777|type:餐饮服务;中餐厅;广东菜(粤菜)
citycode:010|poiid:B000A9P057|name:巫山烤全鱼|address:康庄路52新庄家园19号楼底商103|location:116.310191,39.756449|tel:13911651834;010-52476785|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:010|poiid:B000A9DECK|name:绿邦|address:清源西路(近路程)|location:116.295723,39.74314|tel:010-61731111|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A97K1A|name:钰花溪(绿地缤纷城店)|address:金星路3号绿地缤纷城(近地铁四号线高米店南站)|location:116.334727,39.764556|tel:010-80253068;010-80253268|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A85U9J|name:百年食府(大兴店)|address:清源西路康隆园49号|location:116.321882,39.762511|tel:010-60238555;010-57161113;010-60237555|type:餐饮服务;中餐厅;海鲜酒楼
citycode:010|poiid:B000A9JIAI|name:春江水暖|address:黄村镇金星西路3号绿地缤纷城|location:116.334785,39.764675|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8XKZ4|name:肯德基(大兴绿地乐购餐厅)|address:金星西路3号绿地缤纷城1层|location:116.334826,39.764697|tel:010-80257317;4008823823|type:餐饮服务;快餐厅;肯德基
citycode:010|poiid:B000A95C9V|name:老地方川菜馆|address:王桂路附近|location:116.370092,39.702453|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:010|poiid:B000A85U9K|name:湘宴|address:兴和街|location:116.328112,39.764438|tel:010-60299392|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7P5UT|name:宫颐府个性餐吧|address:金苑路38|location:116.364911,39.758937|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8XRMB|name:福建沙县小吃|address:团桂路|location:116.382428,39.713643|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7Q964|name:三和家常菜|address:黄村|location:116.338208,39.766619|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7OGWD|name:巴中美食|address:乐园路21号|location:116.339163,39.766622|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7RHTH|name:羯子李|address:金星西路附近|location:116.359415,39.762879|tel:|type:餐饮服务;中餐厅;综合酒楼
citycode:010|poiid:B000A8XPTL|name:香满楼|address:黄村镇团桂路霍村|location:116.382041,39.711339|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7RHLE|name:炖炖香|address:乐园路21号|location:116.333895,39.766963|tel:010-60292629|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7QT3S|name:香园家常菜|address:香园路金惠园三里商业楼|location:116.333999,39.76697|tel:010-60252323|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000AA3YEG|name:东北饺子|address:兴业大街郁花园三里北门双高小区|location:116.337342,39.770177|tel:010-59440809|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7PA93|name:河间驴肉火烧|address:佟前路|location:116.284682,39.722577|tel:15801355791|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A887LK|name:嘎嘎鸭头(大兴店)|address:香园路郁花园3里|location:116.33476,39.771104|tel:010-60258939|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A7RHTV|name:翡翠小厨|address:香留园102号|location:116.321068,39.769212|tel:010-60231279;010-60231729|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7OQLY|name:大堤吊子馆|address:佟前路一职旁(芦求路口)|location:116.283495,39.722273|tel:010-61201822|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A85UTA|name:仁川韩国料理|address:双高路香留园108号(兴盛街口)|location:116.317071,39.769632|tel:010-60239285|type:餐饮服务;外国餐厅;韩国料理
citycode:010|poiid:B000A8XPWP|name:重庆水煮鱼|address:团忠路|location:116.387406,39.750914|tel:13621048033|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8XL9F|name:沙县小吃|address:黄村底商30号|location:116.335345,39.773301|tel:|type:餐饮服务;中餐厅;中餐厅|餐饮服务;快餐厅;快餐厅
citycode:010|poiid:B000A7PCB6|name:红孩儿水煮鱼|address:兴和街|location:116.327033,39.772852|tel:010-60240888|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:010|poiid:B000A85U9C|name:晋贤居饭庄|address:香园路金惠园商业楼|location:116.326073,39.77288|tel:010-60248165|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7Q1RD|name:南城雁|address:西红门|location:116.376581,39.762845|tel:010-61280106|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A84ZG7|name:鸿运天外天烤鸭店|address:郁花园小区|location:116.334712,39.774318|tel:010-60269318|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7PRHG|name:烤鱼店|address:黄亦路附近|location:116.376683,39.763697|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7OWME|name:二友居|address:西红门|location:116.380987,39.761068|tel:010-61287668|type:餐饮服务;中餐厅;综合酒楼
citycode:010|poiid:B000A7QVKI|name:新疆撒拉尔|address:西红门|location:116.33469,39.775507|tel:15911078949|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A87ZL6|name:吉祥涮肉|address:芦求路澳华产业基地附近|location:116.288566,39.70049|tel:010-61253727|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A85TPQ|name:东北饭庄|address:西红门镇老星光公寓门口|location:116.35488,39.774856|tel:15510571346|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7R8PR|name:正宗兰州拉面(第八村)|address:北兴路附近|location:116.354604,39.775787|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A831WD|name:火锅|address:北兴路附近|location:116.354959,39.775759|tel:|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A7CHAB|name:好滋味|address:西红门|location:116.355201,39.775742|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7Q80Y|name:日月星辰|address:北兴路7号|location:116.332475,39.777747|tel:010-60290998;010-60293309;010-60290999|type:餐饮服务;中餐厅;综合酒楼
citycode:010|poiid:B000AA6QYW|name:沙县小吃|address:金星农副产品市场对面|location:116.382862,39.764077|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A9JJNB|name:正宗牛肉拉面|address:前辛庄村佟前路(近福乐福)|location:116.27469,39.71999|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8VSJB|name:鸿运楼|address:宏康路8号|location:116.336324,39.781942|tel:010-60290758|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A889F9|name:长沙人家|address:宏康路临62号|location:116.33278,39.78216|tel:18611409005|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:010|poiid:B000A7R8PS|name:正宗兰州牛肉面(大白楼南路)|address:金安路9号|location:116.383602,39.769588|tel:|type:餐饮服务;中餐厅;清真菜馆|餐饮服务;中餐厅;清真菜馆
citycode:010|poiid:B000A7QNKQ|name:同仁居|address:福兴路7附近|location:116.35128,39.783183|tel:010-65045750|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8XI75|name:高丽园烤肉|address:福兴路附近|location:116.348025,39.783682|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A863XQ|name:毛小青红星韶膳国际餐饮养生会馆|address:西红门镇振亚庄金星园艺场|location:116.404545,39.750374|tel:010-52381600;010-61289541;4007339993|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:010|poiid:B000A9ONAK|name:巫山烤全鱼(西红门店)|address:西红门福兴路18-19|location:116.352124,39.783411|tel:010-60250315|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A86258|name:成都美食家常菜(欣荣南大街)|address:宏旭路欣荣南大街路口附近|location:116.343623,39.784747|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8VONY|name:云南过桥米线|address:西红门镇欣海北街|location:116.333989,39.785162|tel:|type:餐饮服务;中餐厅;云贵菜
citycode:010|poiid:B000A7PCWV|name:湖北菜馆|address:西红门|location:116.362936,39.784078|tel:|type:餐饮服务;中餐厅;湖北菜(鄂菜)
citycode:010|poiid:B000A8XSKU|name:固始鹅块|address:新开路附近|location:116.410795,39.749348|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A87ZO5|name:红福酒楼|address:中鼎路与西三路交叉口西南角|location:116.415779,39.734157|tel:010-61264605|type:餐饮服务;中餐厅;综合酒楼
citycode:010|poiid:B000A7Q4CH|name:平价家常菜|address:福伟路7附近|location:116.357398,39.787275|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7QMXR|name:通达饭店|address:魏永路附近|location:116.332436,39.668107|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A85WDT|name:阳坊胜利涮羊肉(芦花路)|address:长丰园三区南侧|location:116.293918,39.779574|tel:13651006781|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A7QC3I|name:圣天香|address:狼垡路|location:116.293556,39.779962|tel:010-61221888|type:餐饮服务;中餐厅;综合酒楼
citycode:010|poiid:B000A7ZK4K|name:驴肉火烧|address:丰台区堡台路世界公园南门(大溪地小区)|location:116.310875,39.787479|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A7PWPT|name:龙凤轩大酒楼|address:同华路8号|location:116.359169,39.788962|tel:010-60248999|type:餐饮服务;中餐厅;综合酒楼
citycode:010|poiid:B000A7ZK4Y|name:铁锅柴鸡|address:郁花园|location:116.307675,39.786973|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅|餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A85VDC|name:湖南湘菜馆|address:宏福东路附近|location:116.35628,39.790149|tel:|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:010|poiid:B000A8XI5O|name:石锅鱼|address:西红门欣旺北大街129号|location:116.338316,39.791939|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7Q0X5|name:明月三千里烤肉店|address:西红门|location:116.358947,39.78988|tel:010-60293666|type:餐饮服务;外国餐厅;韩国料理
citycode:010|poiid:B000A7QNJN|name:同乐酒家|address:芦城|location:116.288448,39.78012|tel:010-86540144|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A85TTF|name:呷哺呷哺餐饮管理有限公司|address:黄村镇孙村工业开发区|location:116.418673,39.71261|tel:|type:公司企业;公司;公司|餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A7QT9R|name:湘情园|address:黄村狼垡芦花路长丰园小区东门(中华文化园附近)|location:116.291544,39.78245|tel:010-61227659|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:010|poiid:B000A7QVIR|name:新疆风味(洋房小镇北)|address:优龙路(洋房小镇北)|location:116.298626,39.785767|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7Q961|name:三和火锅|address:狼垡东路|location:116.288292,39.781286|tel:|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A9JJ67|name:骨汤麻辣烫|address:狼垡芦花路明春苑甲3号亿发购物广场内(近长丰园二区)|location:116.2915,39.78321|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8UBX4|name:毛家菜馆|address:大心区西红门镇同华南大街12号|location:116.358368,39.792756|tel:010-57458698|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:010|poiid:B000A8XIOP|name:老北京四季涮肉|address:金安南路|location:116.357371,39.793218|tel:13426390987|type:餐饮服务;中餐厅;中餐厅
